X,Y,OBJECTID,Road_System,Route_Num,Route_Section,Milepost,Date_Time,Time_of_Day,City,County,Location_1,Location_Link,Location_2,Latitude,Longitude,Unique_Crash_ID,Intersection_ID,Severity,Uninjured,Level_C_Injuries,Level_B_Injuries,Level_A_Injuries,Fatalities,Agency_Name,Report_Id,Crash_Location,Road_Description,Vehicles,Road_Contour,Road_Cond,Lighting_Cond,Weather,Limit1,Limit2,Limit3,Ramp_Id,Crash_Type,Fixed_Object,Event1,Event2,Event3,Mhe,Animal_Species,Veh1_Dir,Veh1_Type,Driver1_Cond,Veh1_Human_Contr_Factor,Veh1_Speed,Veh1_Movement,Driver1_State,Veh1_HAZMAT,Driver1_Belt,Veh1_Cycle_Prot,Driver1_Inj_Level,Veh2_Dir,Veh2_Type,Driver2_Cond,Veh2_Human_Contr_Factor,Veh2_Speed,Veh2_Movement,Driver2_State,Veh2_HAZMAT,Driver2_Belt,Veh2_Cycle_Prot,Driver2_Inj_Level,Veh3_Dir,Veh3_Type,Driver3_Cond,Veh3_Human_Contr_Factor,Veh3_Speed,Veh3_Movement,Driver3_State,Veh3_HAZMAT,Driver3_Belt,Veh3_Cycle_Prot,Driver3_Inj_Level,Sum_of_Minor_and_Severe,Sum_of_Severe,Bicycle_Involved,Pedestrian_Involved,Motorcycle_Involved,Impairment_Involved,Helmet_Involved,Corridor_1,Corridor_2,Serial_No,GlobalID,created_user,created_date,last_edited_user,last_edited_date
-105.258444000055,40.0173459990591,766214,State Highway,7,B,50.639,2021/11/05 00:00:00+00,0,BOULDER,BOULDER,CANYON BLVD,AT,28TH ST,40.01735251,-105.25845392,3218955,,Evident Non-Incapacitating (B),2,0,1,0,0,BLDPD,,On Road,Non-Intersection,1,Curve On Level,Dry,Dark Lighted,None,35,,,,Bicycle or Pedal Cycle,FO:No,Bicycle or Pedal Cycle,,,Bicycle or Pedal Cycle,,East,Passenger Car/Van,No Impairment Suspected,Unknown,20,Making Right Turn,DE,No,Unknown,,No Injury (PDO),Unknown,,No Impairment Suspected,No Apparent Contributing Factor,,,,,No,,3,Unknown,,,,,,0,0,No,,,1,0,Bicycle,,,,,,,185369,{303CACB5-3FCA-412D-9623-72399317A8EC},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.26318599952,40.0173289986536,766215,State Highway,7,B,50.38,2021/11/20 19:07:00+00,1907,BOULDER,BOULDER,CANYON BLVD,AT,FOLSOM ST,40.01733551,-105.26319592,3219038,1209,No Injury (PDO),2,0,0,0,0,BLDPD,,On Road,Intersection,1,Straight On Level,Wet,Dark Lighted,None,30,,,,Pedestrian,FO:No,Pedestrian,,,Pedestrian,,North,Passenger Car/Van,No Impairment Suspected,Unknown,15,Making Left Turn,CO,No,No,,No Injury (PDO),Unknown,,,Unknown,,,,,No,,1,Unknown,,,,,,0,,No,,,0,0,,Pedestrian,,,,,,186361,{CC60C229-8A29-463F-A0F8-3DDA8FE12DC9},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.213206999844,40.0146609992057,766216,State Highway,7,C,54.91,2021/07/16 00:00:00+00,0,BOULDER,BOULDER,CHERRYVALE RD,AT,ARAPAHOE AVE,40.01466751,-105.21321691,3218206,1647,No Injury (PDO),2,0,0,0,0,BLDPD,,On Road,Intersection,2,Straight On Level,Dry,Daylight,None,20,20,,,Rear End,FO:No,Rear End,,,Rear End,,South,SUV,No Impairment Suspected,No Apparent Contributing Factor,10,Going Straight,CO,No,Yes,,No Injury (PDO),South,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,144278,{6058E901-DF57-4E44-A65A-DC9D44DAD01E},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.274615999868,40.0073349992288,766217,State Highway,93,A,18.22,2021/03/27 00:00:00+00,0,BOULDER,BOULDER,COLLEGE AVE,00040FN,BROADWAY,40.00734151,-105.27462592,3217588,,Possible/Complaint of Injury (C,1,1,0,0,0,BLDPD,,Off Road Left,Non-Intersection,1,Curve On Grade,Dry,Dawn or Dusk,None,30,,,,Curb or Island,FO:Yes,Curb or Island,Trees or Shrubs,,Curb or Island,,North,SUV,No Impairment Suspected,Driver Preoccupied,35,Going Straight,CO,No,Yes,,No Injury (PDO),Unknown,,,,,,0,,No,,,Unknown,,,,,,0,,No,,,1,0,,,,,,,,109373,{BCB6298F-08AA-4D71-8FCC-547109BC9187},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.275733899257,40.0073084461764,766218,State Highway,287,C,332.96,2021/03/06 00:00:00+00,0,BOULDER,BOULDER,COLLEGE AVE,00330FS,14TH ST,40.39192457,-105.07328892,3217492,,No Injury (PDO),1,0,0,0,0,BLDPD,,On Road,Non-Intersection,3,Straight On Level,Dry,Dark Un-Lighted,None,20,20,20,,Parked Motor Vehicle,FO:No,Parked Motor Vehicle,,,Parked Motor Vehicle,,South,Passenger Car/Van,Unknown,No Apparent Contributing Factor,0,Parked,CO,No,Unknown,,No Injury (PDO),South,Passenger Car/Van,,No Apparent Contributing Factor,0,Parked,CO,No,No,,,South,SUV,,No Apparent Contributing Factor,0,Parked,CO,0,No,,,0,0,,,,,,,,127083,{AC5170AF-52BB-404D-8802-A28D5218983F},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.258758999601,40.0080879986634,766219,State Highway,36,B,37.04,2021/01/20 18:59:00+00,1859,BOULDER,BOULDER,COLORADO AVE,00010FW,28TH ST,40.00809451,-105.25876892,3217285,1247,No Injury (PDO),5,0,0,0,0,BLDPD,,On Road,Intersection Related,2,Straight On Grade,Wet,Dark Lighted,None,30,30,,,Rear End,FO:No,Rear End,,,Rear End,,East,SUV,No Impairment Suspected,No Apparent Contributing Factor,5,Backing,CO,No,No,,No Injury (PDO),East,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,5,Backing,CO,No,No,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,50614,{6E71B725-E68D-4FFB-A7A7-5F6A5595AEF8},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.258758999601,40.0080879986634,766220,State Highway,36,B,37.04,2021/07/09 14:55:00+00,1455,BOULDER,BOULDER,COLORADO AVE,AT,28TH ST,40.00809451,-105.25876892,3218162,1247,Evident Non-Incapacitating (B),1,0,1,0,0,BLDPD,,On Road,Intersection,1,Straight On Grade,Dry,Daylight,None,25,,,,Bicycle or Pedal Cycle,FO:No,Bicycle or Pedal Cycle,,,Bicycle or Pedal Cycle,,West,Passenger Car/Van,No Impairment Suspected,Driver Inexperience,10,Making Left Turn,CO,No,Yes,,No Injury (PDO),Unknown,,No Impairment Suspected,No Apparent Contributing Factor,,,,,No,,3,Unknown,,,,,,0,0,No,,,1,0,Bicycle,,,,,,,144681,{0C625495-D986-43E0-97F9-C4D042EE78AB},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.258758999601,40.0080879986634,766221,State Highway,36,B,37.04,2021/09/13 19:14:00+00,1914,BOULDER,BOULDER,COLORADO AVE,AT,28TH ST,40.00809451,-105.25876892,3218567,1247,Possible/Complaint of Injury (C,1,1,0,0,0,BLDPD,,On Road,Intersection,1,Straight On Grade,Dry,Dark Lighted,None,25,,,,Bicycle or Pedal Cycle,FO:No,Bicycle or Pedal Cycle,,,Bicycle or Pedal Cycle,,West,SUV,No Impairment Suspected,Unknown,15,Making Left Turn,CO,No,Yes,,No Injury (PDO),Unknown,,No Impairment Suspected,No Apparent Contributing Factor,,,,,No,,2,Unknown,,,,,,0,0,No,,,1,0,Bicycle,,,,,,,165412,{CED1CB42-8686-4E3D-9DAC-EFEF406F3F39},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.258758999601,40.0080879986634,766222,State Highway,36,B,37.04,2021/10/27 20:10:00+00,2010,BOULDER,BOULDER,COLORADO AVE,AT,28TH ST,40.00809451,-105.25876892,3218900,1247,No Injury (PDO),2,0,0,0,0,BLDPD,,On Road,Intersection,2,Hillcrest,Dry,Dark Lighted,None,35,35,,,Approach Turn,FO:No,Approach Turn,,,Approach Turn,,West,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,10,Making Left Turn,CO,No,Yes,,No Injury (PDO),East,SUV,No Impairment Suspected,No Apparent Contributing Factor,25,Going Straight,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,178168,{F709465E-6E3F-484B-ABA2-5FFCE6088DAD},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.228173999649,40.0145899992929,766223,State Highway,7,C,54.12,2021/09/27 10:13:00+00,1013,BOULDER,BOULDER,CONESTOGA  ST,AT,ARAPAHOE AVE,40.01459651,-105.22818391,3218681,22318,Possible/Complaint of Injury (C,1,1,0,0,0,BLDPD,,On Road,Intersection,1,Straight On Level,Dry,Daylight,None,20,,,,Bicycle or Pedal Cycle,FO:No,Bicycle or Pedal Cycle,,,Bicycle or Pedal Cycle,,South,SUV,No Impairment Suspected,Unknown,5,Making Right Turn,CO,No,Yes,,No Injury (PDO),Unknown,,No Impairment Suspected,No Apparent Contributing Factor,,,,,No,,2,Unknown,,,,,,0,0,No,,,1,0,Bicycle,,,,,,,171336,{D4CA8E9A-E56F-4B9F-9626-77275F9992E8},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.055502999751,40.1602049988042,766224,State Highway,119,C,59.47,2021/12/17 20:03:00+00,2003,LONGMONT,BOULDER,COUNTY LINE RD,AT,KEN PRATT BLVD E,40.16021154,-105.05551289,3219188,3719,No Injury (PDO),2,0,0,0,0,LDPS,,On Road,Intersection,2,Straight On Level,Dry,Dark Lighted,None,45,45,,,Approach Turn,FO:No,Approach Turn,,,Approach Turn,,North,Pickup Truck/Utility Van,No Impairment Suspected,Distracted by Passenger,50,Going Straight,CO,No,Yes,,No Injury (PDO),South,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,20,Making Left Turn,CO,No,Yes,,1,Unknown,,,,,,0,,No,,,0,0,,,,,,EAST COUNTY LINE RD (SH 7 to NCLR),,197026,{1FFCD900-680D-4EC4-90C2-67FA4F99B115},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.055178000513,40.2036599991933,766225,State Highway,66,B,38.92,2021/03/24 21:00:00+00,2100,UNINCORPORATED,BOULDER,COUNTY LINE RD E,AT,HWY 66,40.20366655,-105.05518789,3217579,3705,No Injury (PDO),2,0,0,0,0,CSP,,On Road,Intersection,2,Straight On Level,Dry,Dark Lighted,None,45,45,,,Approach Turn,FO:No,Approach Turn,,,Approach Turn,,North,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,20,Making Left Turn,CO,No,Yes,,No Injury (PDO),South,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,45,Going Straight,CO,No,Yes,,1,Unknown,,,,,,0,,No,,,0,0,,,,,,EAST COUNTY LINE RD (SH 7 to NCLR),,115609,{64976558-E8A3-4828-AA6E-3BABA97887CB},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.056217999784,40.1602019994804,766226,State Highway,119,C,59.43,2021/04/27 20:31:00+00,2031,LONGMONT,BOULDER,COUNTY LINE RD E,AT,HWY 119,40.16020854,-105.05622789,3217734,3719,No Injury (PDO),2,0,0,0,0,LDPS,,On Road,Intersection,2,Straight On Level,Wet,Dark Lighted,Rain,45,45,,,Rear End,FO:No,Rear End,,,Rear End,,South,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,10,Going Straight,CO,No,Yes,,No Injury (PDO),South,SUV,No Impairment Suspected,No Apparent Contributing Factor,10,Going Straight,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,112680,{A1F33606-C3C3-4EA6-963B-FCBDC9912CC6},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.127830000371,39.9839599990162,766227,State Highway,42,A,2.16,2021/05/25 00:00:00+00,0,LOUISVILLE,BOULDER,COURTESEY RD,00117FN,GRIFFITH ST,39.98396651,-105.12783989,3217868,,No Injury (PDO),3,0,0,0,0,LUPD,,On Road,Non-Intersection,2,Sag,Dry,Daylight,None,45,45,,,Overtaking Turn,FO:No,Overtaking Turn,,,Overtaking Turn,,South,SUV,No Impairment Suspected,Unknown,15,Making U-Turn,MO,No,Yes,,No Injury (PDO),South,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,10,Avoiding Object/Vehicle in Roadway,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,113435,{B61CA920-71E5-4B9C-A75A-98B58A80294C},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.127910000163,39.9871299990883,766228,State Highway,42,A,1.96,2021/04/10 14:00:00+00,1400,LOUISVILLE,BOULDER,COURTESY,00048FN,E S BOULDER RD,39.98713652,-105.12791989,3217653,3107,No Injury (PDO),2,0,0,0,0,LUPD,,On Road,Intersection,2,Curve On Level,Dry,Daylight,None,40,45,,,Rear End,FO:No,Rear End,,,Rear End,,South,Passenger Car/Van,No Impairment Suspected,Distracted by Passenger,2,Making Left Turn,CO,No,Yes,,No Injury (PDO),South,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,5,Making Left Turn,CO,No,No,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,126339,{A6E005DD-A79D-4BB0-ACDD-1614DC7BB61A},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.127799999549,39.9827799994222,766229,State Highway,42,A,2.2,2021/08/10 14:45:00+00,1445,LOUISVILLE,BOULDER,COURTESY,00100FS,GRIFFITH AVE,39.98278651,-105.12780989,3218361,,No Injury (PDO),3,0,0,0,0,LUPD,,On Road,Non-Intersection,2,Straight On Level,Dry,Daylight,None,40,40,,,Rear End,FO:No,Rear End,,,Rear End,,North,SUV,No Impairment Suspected,Driver Preoccupied,10,Going Straight,CO,No,No,,No Injury (PDO),North,SUV,No Impairment Suspected,No Apparent Contributing Factor,15,Going Straight,CO,No,No,,1,Unknown,,,,,,0,,No,,,0,0,,,,,,,,153534,{7DFB822D-C2C5-48C7-8359-A72D87465670},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.127780000388,39.9899199987673,766230,State Highway,42,A,1.98,2021/04/24 15:36:00+00,1536,LOUISVILLE,BOULDER,COURTESY,00165FN,S BOULDER RD,39.98992652,-105.12778989,3217723,,No Injury (PDO),2,0,0,0,0,LUPD,,On Road,Non-Intersection,2,Straight On Level,Dry,Daylight,None,45,45,,,Sideswipe Same Direction,FO:No,Sideswipe Same Direction,,,Sideswipe Same Direction,,North,Pickup Truck/Utility Van,No Impairment Suspected,Driver Emotionally Upset,30,Passing,CO,No,Unknown,,No Injury (PDO),North,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,45,Going Straight,CO,No,Yes,,1,Unknown,,,,,,0,,No,,,0,0,,,,,,,,126346,{1BA613AC-B81A-4686-8C55-4A10779705E0},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.127829999707,39.9914399987154,766231,State Highway,42,A,1.62,2021/12/21 15:15:00+00,1515,LOUISVILLE,BOULDER,COURTESY,AT,SUMMIT VIEW,39.99144652,-105.12783989,3219203,31935,No Injury (PDO),4,0,0,0,0,LUPD,,On Road,Intersection,4,Straight On Level,Dry,Daylight,None,45,45,45,,Rear End,FO:No,Rear End,Rear End,Rear End,Rear End,,North,SUV,No Impairment Suspected,Driver Preoccupied,30,Going Straight,CO,No,Yes,,No Injury (PDO),North,Pickup Truck/Utility Van,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,No,Yes,,1,North,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,,Yes,,1,0,0,,,,,,,,196027,{180822BB-4B43-4F0E-B592-7867BEC5912B},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.127920000569,39.9812499994662,766232,State Highway,42,A,2.37,2021/09/28 17:15:00+00,1715,LOUISVILLE,BOULDER,COURTESY RD,00050FN,SHORT STREET,39.98125651,-105.12792989,3218693,,Evident Non-Incapacitating (B),0,0,3,0,0,LUPD,,On Road,Non-Intersection,2,Straight On Level,Dry,Daylight,None,45,45,,,Rear End,FO:No,Rear End,,,Rear End,,South,SUV,No Impairment Suspected,No Apparent Contributing Factor,15,Going Straight,CO,No,Unknown,,Evident Non-Incapacitating (B),South,SUV,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,No,Yes,,3,Unknown,,,,,,0,0,No,,,3,0,,,,,,,,172038,{E7F9BA8F-B9D3-41C6-99FD-54E11B7FF199},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.127820000582,39.9844899994251,766233,State Highway,42,A,2.13,2021/08/08 00:00:00+00,0,LOUISVILLE,BOULDER,COURTESY RD,00050FS,HARPER ST,39.98449652,-105.12782989,3218354,,No Injury (PDO),3,0,0,0,0,LUPD,,On Road,Non-Intersection,2,Straight On Level,Dry,Dark Lighted,None,40,40,,,Rear End,FO:No,Rear End,,,Rear End,,North,Passenger Car/Van,No Impairment Suspected,Unknown,40,Going Straight,NM,No,Yes,,No Injury (PDO),North,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,No,Yes,,1,Unknown,,,,,,0,,No,,,0,0,,,,,,,,153737,{F32947F6-DF9B-4BB3-80B5-E5AA6EAFAC77},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.127064313804,39.9724876589554,766234,State Highway,42,A,2.94,2021/09/15 17:15:00+00,1715,LOUISVILLE,BOULDER,COURTESY RD,00052FN,LOCK ST,40.07250652,-105.29611993,3218580,,No Injury (PDO),2,0,0,0,0,LUPD,,On Road,Intersection,2,Straight On Level,Dry,Daylight,None,45,45,,,Rear End,FO:No,Rear End,,,Rear End,,South,SUV,No Impairment Suspected,Driver Preoccupied,25,Slowing,0,No,Unknown,,No Injury (PDO),South,SUV,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,165018,{CF600174-A5F0-4152-8F33-1C071CFC4D53},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.127300000297,39.972739999225,766235,State Highway,42,A,2.93,2021/10/18 17:10:00+00,1710,LOUISVILLE,BOULDER,COURTESY RD,00100FN,LOCK ST,39.97274651,-105.12730988,3218838,,No Injury (PDO),2,0,0,0,0,LUPD,,On Road,Non-Intersection,2,Straight On Level,Dry,Daylight,None,45,45,,,Rear End,FO:No,Rear End,,,Rear End,,South,SUV,No Impairment Suspected,Driver Preoccupied,15,Going Straight,CO,No,Yes,,No Injury (PDO),South,SUV,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,No,No,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,175562,{B5A32C2E-6F3E-4658-B25A-A1CC29EAED34},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.127869614346,39.9807204848585,766236,State Highway,42,A,2.36,2021/09/08 16:20:00+00,1620,LOUISVILLE,BOULDER,COURTESY RD,00100FS,SHORT ST,39.58737646,-105.07698983,3218541,,No Injury (PDO),2,0,0,0,0,LUPD,,On Road,Non-Intersection,2,Straight On Level,Dry,Daylight,None,45,45,,,Rear End,FO:No,Rear End,,,Rear End,,South,SUV,No Impairment Suspected,Asleep at the Wheel,15,Going Straight,CO,No,Yes,,No Injury (PDO),South,SUV,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,162149,{882C8860-2035-403A-9716-896AE5EF0C73},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.127830000371,39.9839599990162,766237,State Highway,42,A,2.16,2021/05/25 00:00:00+00,0,LOUISVILLE,BOULDER,COURTESY RD,00117FN,GRIFFITH ST,39.98396651,-105.12783989,3217869,,No Injury (PDO),3,0,0,0,0,LUPD,,On Road,Non-Intersection,2,Sag,Dry,Daylight,None,45,45,,,Overtaking Turn,FO:No,Overtaking Turn,,,Overtaking Turn,,South,SUV,No Impairment Suspected,Unknown,15,Making U-Turn,MO,No,Yes,,No Injury (PDO),South,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,10,Avoiding Object/Vehicle in Roadway,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,112961,{5E26C245-1B41-4328-AC8D-D1A9ABC12160},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.12789414334,39.9846170453279,766238,State Highway,42,A,2.08,2021/10/21 15:47:00+00,1547,LOUISVILLE,BOULDER,COURTESY RD,00186FN,HARPER ST,40.6400066,-105.22000998,3218854,,No Injury (PDO),2,0,0,0,0,LUPD,,On Road,Non-Intersection,2,Straight On Level,Dry,Daylight,None,45,45,,,Sideswipe Same Direction,FO:No,Sideswipe Same Direction,Sideswipe Same Direction,,Sideswipe Same Direction,,South,Passenger Car/Van,No Impairment Suspected,Unknown,40,Changing Lanes,CO,No,Yes,,No Injury (PDO),South,SUV,No Impairment Suspected,Driver Inexperience,40,Going Straight,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,176132,{C791C165-5A23-4B93-A119-D76A1B52B9DD},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.127850000292,39.9790199991941,766239,State Highway,42,A,2.5,2021/06/17 13:52:00+00,1352,LOUISVILLE,BOULDER,COURTESY RD,00200FS,SOUTH ST,39.97902651,-105.12785989,3218020,,No Injury (PDO),2,0,0,0,0,LUPD,,On Road,Non-Intersection,2,Straight On Level,Dry,Daylight,None,40,40,,,Rear End,FO:No,Rear End,,,Rear End,,South,Passenger Car/Van,No Impairment Suspected,Driver Inexperience,25,Going Straight,CO,No,Yes,,No Injury (PDO),South,Pickup Truck/Utility Van,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,158508,{3CD7F5EC-A63A-483F-AC27-E634AD460E15},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.127870000389,39.9801839990999,766240,State Highway,42,A,2.42,2021/06/24 17:25:00+00,1725,LOUISVILLE,BOULDER,COURTESY RD,00209FN,SHORT ST,39.98019051,-105.12787989,3218067,,No Injury (PDO),2,0,0,0,0,LUPD,,On Road,Non-Intersection,2,Straight On Level,Dry,Daylight,None,45,45,,,Rear End,FO:No,Rear End,,,Rear End,,North,SUV,No Impairment Suspected,Driver Inexperience,25,Slowing,CO,No,Yes,,No Injury (PDO),North,Pickup Truck/Utility Van,No Impairment Suspected,No Apparent Contributing Factor,5,Slowing,CO,No,Yes,,1,Unknown,,,,,,0,,No,,,0,0,,,,,,,,147522,{76BF8E3B-6860-4B31-83D9-242E2B244E9A},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.126540000507,39.9724899988551,766241,State Highway,42,A,2.97,2021/06/10 16:39:00+00,1639,LOUISVILLE,BOULDER,COURTESY RD,00210FE,EMPIRE RD,39.97249651,-105.12654988,3217971,,No Injury (PDO),4,0,0,0,0,LUPD,,On Road,Non-Intersection,2,Straight On Level,Dry,Daylight,None,55,55,,,Sideswipe Same Direction,FO:No,Sideswipe Same Direction,Sideswipe Same Direction,,Sideswipe Same Direction,,East,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,30,Changing Lanes,CO,No,Yes,,No Injury (PDO),East,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,30,Going Straight,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,133545,{F4D897A4-D927-4591-B927-D0509575FA40},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.127902147346,39.9856360952143,766242,State Highway,42,A,2.03,2021/07/30 16:52:00+00,1652,LOUISVILLE,BOULDER,COURTESY RD,00441FS,SOUTH BOULDER RD E,39.98564652,-105.12773989,3218299,,Evident Non-Incapacitating (B),1,0,1,0,0,LUPD,,On Road,Non-Intersection,2,Straight On Grade,Dry,Daylight,Wind,45,45,,,Sideswipe Same Direction,FO:No,Broadside,,,Broadside,,North,Pickup Truck/Utility Van,No Impairment Suspected,Unknown,40,Changing Lanes,CO,No,Yes,,No Injury (PDO),North,Motorcycle,No Impairment Suspected,No Apparent Contributing Factor,45,Going Straight,CO,No,No,Helmet and Eye Protection,3,Unknown,,,,,,0,,No,,,1,0,,,Motorcycle,,Helmet,,,150256,{1D5E675C-A6A4-4407-BEEE-F94A4CAEDBA8},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.127029999913,39.9723699991175,766243,State Highway,42,A,2.95,2021/01/09 20:23:00+00,2023,LOUISVILLE,BOULDER,COURTESY RD,AT,HWY 42,39.97237651,-105.12703988,3217230,3123,No Injury (PDO),2,0,0,0,0,LUPD,,On Road,Intersection,2,Straight On Level,Snowy,Dark Lighted,None,40,40,,,Rear End,FO:No,Rear End,,,Rear End,,North,Passenger Car/Van,No Impairment Suspected,Unknown,15,Avoiding Object/Vehicle in Roadway,WI,No,Yes,,No Injury (PDO),North,SUV,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,No,Yes,,1,Unknown,,,,,,0,,No,,,0,0,,,,,,,,56337,{CDAFCD0B-D4E8-4DA3-9810-2E6037E7C9E2},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.126989999988,39.9725099989259,766244,State Highway,42,A,2.95,2021/03/26 18:50:00+00,1850,LOUISVILLE,BOULDER,COURTESY RD,AT,HWY 42,39.97251651,-105.12699988,3217587,3123,No Injury (PDO),1,0,0,0,0,LUPD,,On Road,Intersection,2,Straight On Level,Wet,Dark Lighted,None,55,55,,,Rear End,FO:No,Rear End,,,Rear End,,West,Pickup Truck/Utility Van,Unknown,Driver Emotionally Upset,10,Backing,CO,No,No,,,West,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,30,Going Straight,OK,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,110908,{1414EC51-524C-4F75-BEF9-69A8145AD160},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
