Road_System,City,Longitude Crash,Latitude Crash,Severity,Nearest Traffic Sign Distance,Nearest Traffic Sign Latitude,Nearest Traffic Sign Longitude,Nearest Traffic Sign Maxspeed
State Highway,BOULDER,40.01618951,-105.2775429,No Injury (PDO),0.04747023284841425,-105.2766757,40.0001411,25 mph
State Highway,BOULDER,40.01738351,-105.2597379,No Injury (PDO),0.013245040642349437,-105.2585594,40.0164396,35 mph
State Highway,BOULDER,40.01740051,-105.2619419,Possible/Complaint of Injury (C,0.0313040473148665,-105.2593982,40.0222546,30 mph
State Highway,BOULDER,40.01725351,-105.2650089,No Injury (PDO),0.0496759542112031,-105.2653919,40.0001586,25 mph
State Highway,BOULDER,40.01725351,-105.2650089,No Injury (PDO),0.0496759542112031,-105.2653919,40.0001586,25 mph
State Highway,BOULDER,40.01582751,-105.2792739,No Injury (PDO),0.046308260148870045,-105.2798845,40.0000175,25 mph
State Highway,BOULDER,40.01518651,-105.2874579,No Injury (PDO),0.04481728909335025,-105.2866995,39.9999995,25 mph
State Highway,BOULDER,40.01582751,-105.2792739,No Injury (PDO),0.046308260148870045,-105.2798845,40.0000175,25 mph
State Highway,BOULDER,40.01723451,-105.2717299,Evident Non-Incapacitating (B),0.05005970498305098,-105.2724261,40.0001562,25 mph
State Highway,BOULDER,40.01733551,-105.2631959,No Injury (PDO),0.044124849189929226,-105.2593982,40.0222546,30 mph
State Highway,BOULDER,40.01664651,-105.2753549,No Injury (PDO),0.04987453885111324,-105.276522,40.0000128,25 mph
State Highway,BOULDER,40.01499551,-105.2832619,No Injury (PDO),0.04630782353239124,-105.2848071,40.0001357,25 mph
State Highway,BOULDER,40.01582751,-105.2792739,No Injury (PDO),0.046308260148870045,-105.2798845,40.0000175,25 mph
State Highway,BOULDER,40.01499551,-105.2832619,No Injury (PDO),0.04630782353239124,-105.2848071,40.0001357,25 mph
State Highway,BOULDER,40.01582751,-105.2792739,No Injury (PDO),0.046308260148870045,-105.2798845,40.0000175,25 mph
State Highway,BOULDER,40.01733551,-105.2631959,Possible/Complaint of Injury (C,0.044124849189929226,-105.2593982,40.0222546,30 mph
State Highway,BOULDER,40.01723551,-105.2706329,Evident Non-Incapacitating (B),0.04985982107047207,-105.2706293,40.0000213,25 mph
State Highway,BOULDER,40.01725551,-105.2647859,Evident Non-Incapacitating (B),0.04994908892186879,-105.2653919,40.0001586,25 mph
State Highway,BOULDER,40.01733551,-105.2631959,Possible/Complaint of Injury (C,0.044124849189929226,-105.2593982,40.0222546,30 mph
State Highway,BOULDER,40.01607351,-105.2780979,No Injury (PDO),0.048744408086226015,-105.2766757,40.0001411,25 mph
State Highway,BOULDER,40.01664651,-105.2753549,Possible/Complaint of Injury (C,0.04987453885111324,-105.276522,40.0000128,25 mph
State Highway,BOULDER,40.01690651,-105.2741069,No Injury (PDO),0.051925649654180575,-105.2724261,40.0001562,25 mph
State Highway,BOULDER,40.01715851,-105.2728609,Possible/Complaint of Injury (C,0.04948394895309736,-105.2724261,40.0001562,25 mph
State Highway,BOULDER,40.01733551,-105.2631959,No Injury (PDO),0.044124849189929226,-105.2593982,40.0222546,30 mph
State Highway,BOULDER,40.01733551,-105.2631959,No Injury (PDO),0.044124849189929226,-105.2593982,40.0222546,30 mph
State Highway,BOULDER,40.01733551,-105.2631959,Evident Non-Incapacitating (B),0.044124849189929226,-105.2593982,40.0222546,30 mph
State Highway,BOULDER,40.01725551,-105.2647859,Possible/Complaint of Injury (C,0.04994908892186879,-105.2653919,40.0001586,25 mph
State Highway,BOULDER,40.01518651,-105.2874579,No Injury (PDO),0.04481728909335025,-105.2866995,39.9999995,25 mph
State Highway,BOULDER,40.01723751,-105.2678479,No Injury (PDO),0.050264416030443154,-105.2686563,40.0001546,25 mph
State Highway,BOULDER,40.01733551,-105.2631959,No Injury (PDO),0.044124849189929226,-105.2593982,40.0222546,30 mph
State Highway,BOULDER,40.01715851,-105.2728609,Possible/Complaint of Injury (C,0.04948394895309736,-105.2724261,40.0001562,25 mph
State Highway,BOULDER,40.01723851,-105.2663399,No Injury (PDO),0.05017177764379973,-105.2658431,40.0000146,25 mph
State Highway,BOULDER,40.01343651,-105.2980529,No Injury (PDO),0.03411795302517433,-105.2976499,40.0017773,20 mph
State Highway,BOULDER,40.01735251,-105.2584539,Evident Non-Incapacitating (B),0.0024604355633287556,-105.2583942,40.0165332,35 mph
State Highway,BOULDER,40.01733551,-105.2631959,No Injury (PDO),0.044124849189929226,-105.2593982,40.0222546,30 mph
State Highway,BOULDER,40.01466751,-105.2132169,No Injury (PDO),0.028209168983552364,-105.2157792,40.0142095,20 mph
State Highway,BOULDER,40.00734151,-105.2746259,Possible/Complaint of Injury (C,0.02976027971535481,-105.276522,40.0000128,25 mph
State Highway,BOULDER,40.39192457,-105.0732889,No Injury (PDO),0.5397362192482464,-105.075749,40.2034496,60 mph
State Highway,BOULDER,40.00809451,-105.2587689,No Injury (PDO),0.001973543592189124,-105.2588914,40.0075962,35 mph
State Highway,BOULDER,40.00809451,-105.2587689,Evident Non-Incapacitating (B),0.001973543592189124,-105.2588914,40.0075962,35 mph
State Highway,BOULDER,40.00809451,-105.2587689,Possible/Complaint of Injury (C,0.001973543592189124,-105.2588914,40.0075962,35 mph
State Highway,BOULDER,40.00809451,-105.2587689,No Injury (PDO),0.001973543592189124,-105.2588914,40.0075962,35 mph
State Highway,BOULDER,40.01459651,-105.2281839,Possible/Complaint of Injury (C,0.04895438101936192,-105.2258201,40.0002346,35 mph
State Highway,LONGMONT,40.16021154,-105.0555129,No Injury (PDO),0.21512168842133925,-105.0743049,40.1811125,45 mph
State Highway,UNINCORPORATED,40.20366655,-105.0551879,No Injury (PDO),0.21405663162797361,-105.0742362,40.1882606,45 mph
State Highway,LONGMONT,40.16020854,-105.0562279,No Injury (PDO),0.20758232179573943,-105.0743049,40.1811125,45 mph
State Highway,LOUISVILLE,39.98396651,-105.1278399,No Injury (PDO),0.21161333311196445,-105.1094574,39.9621577,35 mph
State Highway,LOUISVILLE,39.98713652,-105.1279199,No Injury (PDO),0.2153065725529786,-105.1094574,39.9621577,35 mph
State Highway,LOUISVILLE,39.98278651,-105.1278099,No Injury (PDO),0.21032102835717306,-105.1094574,39.9621577,35 mph
State Highway,LOUISVILLE,39.98992652,-105.1277899,No Injury (PDO),0.21676973827596105,-105.1094574,39.9621577,35 mph
State Highway,LOUISVILLE,39.99144652,-105.1278399,No Injury (PDO),0.2189170269616183,-105.1094574,39.9621577,35 mph
State Highway,LOUISVILLE,39.98125651,-105.1279299,Evident Non-Incapacitating (B),0.21040276161996344,-105.1094574,39.9621577,35 mph
State Highway,LOUISVILLE,39.98449652,-105.1278299,No Injury (PDO),0.21196285250368485,-105.1094574,39.9621577,35 mph
State Highway,LOUISVILLE,40.07250652,-105.2961199,No Injury (PDO),0.1309580498851475,-105.2842117,40.0723365,60 mph
State Highway,LOUISVILLE,39.97274651,-105.1273099,No Injury (PDO),0.19866317155082097,-105.1094574,39.9621577,35 mph
State Highway,LOUISVILLE,39.58737646,-105.0769898,No Injury (PDO),0.9714576194862483,-105.0969481,39.9179857,65 mph
State Highway,LOUISVILLE,39.98396651,-105.1278399,No Injury (PDO),0.21161333311196445,-105.1094574,39.9621577,35 mph
State Highway,LOUISVILLE,40.6400066,-105.22001,No Injury (PDO),1.249577213833963,-105.2280184,40.2083727,60 mph
State Highway,LOUISVILLE,39.97902651,-105.1278599,No Injury (PDO),0.2080799407293687,-105.1094574,39.9621577,35 mph
State Highway,LOUISVILLE,39.98019051,-105.1278799,No Injury (PDO),0.2090946304033433,-105.1094574,39.9621577,35 mph
State Highway,LOUISVILLE,39.97249651,-105.1265499,No Injury (PDO),0.1902946441109099,-105.1094574,39.9621577,35 mph
State Highway,LOUISVILLE,39.98564652,-105.1277399,Evident Non-Incapacitating (B),0.21204441119049813,-105.1094574,39.9621577,35 mph
State Highway,LOUISVILLE,39.97237651,-105.1270399,No Injury (PDO),0.1955674502788549,-105.1094574,39.9621577,35 mph
State Highway,LOUISVILLE,39.97251651,-105.1269999,No Injury (PDO),0.19519325283132263,-105.1094574,39.9621577,35 mph
State Highway,LOUISVILLE,40.04416651,-105.3066699,No Injury (PDO),0.11996671922797812,-105.3043618,40.0037755,10 mph
State Highway,LOUISVILLE,39.97747651,-105.1279399,No Injury (PDO),0.2079511581032964,-105.1094574,39.9621577,35 mph
State Highway,LOUISVILLE,39.97708651,-105.1278299,No Injury (PDO),0.20653408277951968,-105.1094574,39.9621577,35 mph
State Highway,LOUISVILLE,39.98200651,-105.1270099,No Injury (PDO),0.20124902666956254,-105.1094574,39.9621577,35 mph
State Highway,LOUISVILLE,39.98467651,-105.1279499,No Injury (PDO),0.213376936624135,-105.1094574,39.9621577,35 mph
State Highway,LOUISVILLE,39.97884651,-105.1308599,No Injury (PDO),0.21447293647690344,-105.1484909,39.9469278,65 mph
State Highway,LOUISVILLE,39.97786651,-105.1279199,No Injury (PDO),0.2079756570286756,-105.1094574,39.9621577,35 mph
State Highway,LOUISVILLE,39.58826646,-105.0773498,No Injury (PDO),0.9680977718448557,-105.0969481,39.9179857,65 mph
State Highway,LOUISVILLE,39.59359646,-105.0767898,"Evident, Incapacitating (A)",0.9546248517756256,-105.0969481,39.9179857,65 mph
State Highway,LONGMONT,40.15455454,-105.1025559,No Injury (PDO),0.008357009191780338,-105.102676,40.1574345,35 mph
State Highway,BOULDER,40.03801551,-105.2486169,No Injury (PDO),0.051247483523089096,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.03801551,-105.2486169,No Injury (PDO),0.051247483523089096,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.03771251,-105.2543869,No Injury (PDO),0.041836270990374916,-105.25787,40.0435264,25 mph
State Highway,BOULDER,40.03771251,-105.2543869,Possible/Complaint of Injury (C,0.041836270990374916,-105.25787,40.0435264,25 mph
State Highway,BOULDER,40.03801351,-105.2473569,No Injury (PDO),0.04241700392070305,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.03781851,-105.2538499,No Injury (PDO),0.04719455962313984,-105.25787,40.0435264,25 mph
State Highway,BOULDER,40.03804551,-105.2456819,Possible/Complaint of Injury (C,0.03607488657081111,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.03802651,-105.2489799,Fatal (K),0.054203266651597644,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.03847652,-105.2442199,"Evident, Incapacitating (A)",0.03881439350546177,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.03658451,-105.2584559,No Injury (PDO),0.003225641083128598,-105.2586385,40.0357123,35 mph
State Highway,BOULDER,40.03781851,-105.2538499,Possible/Complaint of Injury (C,0.04719455962313984,-105.25787,40.0435264,25 mph
State Highway,BOULDER,40.03778651,-105.2540319,No Injury (PDO),0.04535891567769925,-105.25787,40.0435264,25 mph
State Highway,LAFAYETTE,40.00375952,-105.1028219,No Injury (PDO),0.0797780768977241,-105.0990139,39.9800586,15 mph
State Highway,LAFAYETTE,40.00024452,-105.0747029,Possible/Complaint of Injury (C,0.0044250814483454025,-105.0743945,40.0012383,40 mph
State Highway,LAFAYETTE,40.00024452,-105.0747029,Possible/Complaint of Injury (C,0.0044250814483454025,-105.0743945,40.0012383,40 mph
State Highway,LAFAYETTE,40.00023652,-105.0799459,No Injury (PDO),0.015511941929911423,-105.0785355,40.0003109,30 mph
State Highway,LAFAYETTE,40.00016552,-105.1028119,No Injury (PDO),0.07115474202598755,-105.0990139,39.9800586,15 mph
State Highway,UNINCORPORATED,40.20371655,-105.0552099,No Injury (PDO),0.21384935749224138,-105.0742362,40.1882606,45 mph
State Highway,LONGMONT,40.15238154,-105.0837979,No Injury (PDO),0.13287253748407007,-105.0743049,40.1811125,45 mph
State Highway,LONGMONT,40.15874854,-105.0664139,No Injury (PDO),0.10779471310983381,-105.0743049,40.1811125,45 mph
State Highway,LONGMONT,40.16021154,-105.0559149,Evident Non-Incapacitating (B),0.2108784967692897,-105.0743049,40.1811125,45 mph
State Highway,LONGMONT,40.16021154,-105.0557029,Possible/Complaint of Injury (C,0.21311529954238362,-105.0743049,40.1811125,45 mph
State Highway,LONGMONT,40.15238154,-105.0913439,No Injury (PDO),0.12545922779618895,-105.102676,40.1574345,35 mph
State Highway,LONGMONT,40.15474154,-105.0755459,Possible/Complaint of Injury (C,0.07665042147554296,-105.0743049,40.1811125,45 mph
State Highway,LONGMONT,40.15239754,-105.0900319,"Evident, Incapacitating (A)",0.13979636368433135,-105.102676,40.1574345,35 mph
State Highway,LONGMONT,40.16006654,-105.0601899,Fatal (K),0.16647794111499178,-105.0743049,40.1811125,45 mph
State Highway,LONGMONT,40.16021154,-105.0555129,Possible/Complaint of Injury (C,0.21512168842133925,-105.0743049,40.1811125,45 mph
State Highway,LYONS,40.22165954,-105.2640289,No Injury (PDO),0.0017315003199694988,-105.2641857,40.2216053,40 mph
State Highway,LOUISVILLE,39.8698065,-105.1276999,No Injury (PDO),0.23724236361178846,-105.1116115,39.9249064,65 mph
State Highway,LOUISVILLE,39.98684651,-105.1280599,Possible/Complaint of Injury (C,0.2164856249214946,-105.1094574,39.9621577,35 mph
State Highway,LOUISVILLE,39.98680652,-105.1283099,No Injury (PDO),0.21904866079904908,-105.1094574,39.9621577,35 mph
State Highway,LOUISVILLE,40.6522266,-105.22278,No Injury (PDO),1.283166120953492,-105.2280184,40.2083727,60 mph
State Highway,LOUISVILLE,40.6519466,-105.22334,No Injury (PDO),1.2821193767467358,-105.2280184,40.2083727,60 mph
State Highway,FORT COLLINS,40.5668066,-105.0765099,No Injury (PDO),1.0393792424790538,-105.075749,40.2034496,60 mph
State Highway,LAFAYETTE,39.97241852,-105.0902149,Possible/Complaint of Injury (C,0.03591963774209911,-105.0876036,39.9799555,15 mph
State Highway,LONGMONT,40.20324255,-105.0978819,No Injury (PDO),0.032463946486844905,-105.0949299,40.2032766,55 mph
State Highway,BOULDER,40.01733551,-105.2631959,No Injury (PDO),0.044124849189929226,-105.2593982,40.0222546,30 mph
State Highway,BOULDER,40.02873951,-105.2447229,No Injury (PDO),0.010759293661361509,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.01454151,-105.2406659,No Injury (PDO),0.007507685472455374,-105.2406442,40.0119458,45 mph
State Highway,BOULDER,40.00010351,-105.2327169,No Injury (PDO),0.02088547130418168,-105.2346157,40.000244,35 mph
State Highway,BOULDER,40.01437651,-105.2406019,Possible/Complaint of Injury (C,0.007042262644892357,-105.2406442,40.0119458,45 mph
State Highway,UNINCORPORATED,40.13165652,-105.2821899,Evident Non-Incapacitating (B),0.0017113880560929516,-105.2821244,40.1321921,55 mph
State Highway,BOULDER,40.02926451,-105.2447269,No Injury (PDO),0.012021301544217855,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.00844351,-105.2395719,No Injury (PDO),0.012648278226442544,-105.2402741,40.0119088,45 mph
State Highway,BOULDER,40.00010351,-105.2327169,No Injury (PDO),0.02088547130418168,-105.2346157,40.000244,35 mph
State Highway,BOULDER,40.02943051,-105.2447279,Evident Non-Incapacitating (B),0.012433700679855645,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.02891451,-105.2447239,No Injury (PDO),0.011174851020740931,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.02926451,-105.2447269,No Injury (PDO),0.012021301544217855,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.01437651,-105.2406019,Possible/Complaint of Injury (C,0.007042262644892357,-105.2406442,40.0119458,45 mph
State Highway,BOULDER,40.02926451,-105.2447269,Evident Non-Incapacitating (B),0.012021301544217855,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.00020751,-105.2327949,No Injury (PDO),0.020024019837613986,-105.2346157,40.000244,35 mph
State Highway,BOULDER,40.01466351,-105.2407209,No Injury (PDO),0.007901742091926437,-105.2406442,40.0119458,45 mph
State Highway,BOULDER,40.00020751,-105.2327949,Possible/Complaint of Injury (C,0.020024019837613986,-105.2346157,40.000244,35 mph
State Highway,BOULDER,40.01437651,-105.2406019,No Injury (PDO),0.007042262644892357,-105.2406442,40.0119458,45 mph
State Highway,BOULDER,40.00833351,-105.2394879,No Injury (PDO),0.01347481232115818,-105.2402741,40.0119088,45 mph
State Highway,BOULDER,40.02891451,-105.2447239,No Injury (PDO),0.011174851020740931,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.00833351,-105.2394879,No Injury (PDO),0.01347481232115818,-105.2402741,40.0119088,45 mph
State Highway,BOULDER,40.00021651,-105.2327999,"Evident, Incapacitating (A)",0.019968914105183904,-105.2346157,40.000244,35 mph
State Highway,BOULDER,40.01466351,-105.2407209,No Injury (PDO),0.007901742091926437,-105.2406442,40.0119458,45 mph
State Highway,BOULDER,40.00872051,-105.2397499,No Injury (PDO),0.01087096240014874,-105.2402741,40.0119088,45 mph
State Highway,BOULDER,40.01419551,-105.2405389,No Injury (PDO),0.006605910683008775,-105.2406442,40.0119458,45 mph
State Highway,BOULDER,40.01471851,-105.2407459,No Injury (PDO),0.008093248846461176,-105.2406442,40.0119458,45 mph
State Highway,BOULDER,40.00872051,-105.2397499,No Injury (PDO),0.01087096240014874,-105.2402741,40.0119088,45 mph
State Highway,BOULDER,40.00885751,-105.2398319,No Injury (PDO),0.01007229467301122,-105.2402741,40.0119088,45 mph
State Highway,BOULDER,40.02856351,-105.2447219,No Injury (PDO),0.010349466775643633,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.00808251,-105.2392989,No Injury (PDO),0.015406318130344899,-105.2402741,40.0119088,45 mph
State Highway,BOULDER,39.99945351,-105.2322559,No Injury (PDO),0.026051573628476016,-105.2346157,40.000244,35 mph
State Highway,BOULDER,40.02217251,-105.2447239,No Injury (PDO),0.011781381171364206,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.02976351,-105.2447299,No Injury (PDO),0.013274754305205395,-105.2452747,40.025667,5 mph
State Highway,BOULDER,39.99927151,-105.2321519,No Injury (PDO),0.02724028261032673,-105.2346157,40.000244,35 mph
State Highway,BOULDER,40.00785651,-105.2391209,Possible/Complaint of Injury (C,0.01726413147565315,-105.2402741,40.0119088,45 mph
State Highway,BOULDER,40.03009651,-105.2447319,Possible/Complaint of Injury (C,0.014131409695167999,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.02803551,-105.2447179,No Injury (PDO),0.009187102981585565,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.01499351,-105.2408779,No Injury (PDO),0.009177819403026881,-105.2406442,40.0119458,45 mph
State Highway,BOULDER,39.98791451,-105.2316569,No Injury (PDO),0.01734662557918757,-105.2303437,39.9845883,60 mph
State Highway,BOULDER,40.00753751,-105.2388539,Evident Non-Incapacitating (B),0.02008975895478936,-105.2402741,40.0119088,45 mph
State Highway,BOULDER,40.01509951,-105.2409409,No Injury (PDO),0.00968336646614372,-105.2406442,40.0119458,45 mph
State Highway,BOULDER,40.03059651,-105.2447349,Possible/Complaint of Injury (C,0.015441288257468586,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.01509951,-105.2409409,No Injury (PDO),0.00968336646614372,-105.2406442,40.0119458,45 mph
State Highway,BOULDER,40.03092951,-105.2447379,No Injury (PDO),0.016322453393473678,-105.2452747,40.025667,5 mph
State Highway,BOULDER,39.98855551,-105.2316499,No Injury (PDO),0.01837689120456763,-105.2303437,39.9845883,60 mph
State Highway,BOULDER,40.02098451,-105.2445029,No Injury (PDO),0.01598052789963779,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.02786051,-105.2447169,No Injury (PDO),0.008823941635186478,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.01536451,-105.2410999,No Injury (PDO),0.011081182848691256,-105.2406442,40.0119458,45 mph
State Highway,BOULDER,40.02909051,-105.2447249,No Injury (PDO),0.011600079418170635,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.02090651,-105.2444809,No Injury (PDO),0.016300349161341342,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.01057551,-105.2403879,No Injury (PDO),0.0040523910945472605,-105.2402741,40.0119088,45 mph
State Highway,BOULDER,40.03563951,-105.2447489,No Injury (PDO),0.029411408287347934,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.03563951,-105.2447489,No Injury (PDO),0.029411408287347934,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.00189951,-105.2341319,No Injury (PDO),0.007154964256246247,-105.2346157,40.000244,35 mph
State Highway,BOULDER,40.00189951,-105.2341319,No Injury (PDO),0.007154964256246247,-105.2346157,40.000244,35 mph
State Highway,BOULDER,40.01221451,-105.2403679,No Injury (PDO),0.0013583417938325562,-105.2402741,40.0119088,45 mph
State Highway,BOULDER,40.00210051,-105.2342999,Evident Non-Incapacitating (B),0.0063908135113181445,-105.2346157,40.000244,35 mph
State Highway,BOULDER,40.01242251,-105.2403589,Possible/Complaint of Injury (C,0.0017535760048827057,-105.2402741,40.0119088,45 mph
State Highway,BOULDER,40.01242251,-105.2403589,No Injury (PDO),0.0017535760048827057,-105.2402741,40.0119088,45 mph
State Highway,BOULDER,40.03346051,-105.2447469,No Injury (PDO),0.02327186866313611,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.01453851,-105.2409119,No Injury (PDO),0.008052706051686715,-105.2406442,40.0119458,45 mph
State Highway,BOULDER,40.01453851,-105.2409119,No Injury (PDO),0.008052706051686715,-105.2406442,40.0119458,45 mph
State Highway,BOULDER,40.00010351,-105.2327169,Evident Non-Incapacitating (B),0.02088547130418168,-105.2346157,40.000244,35 mph
State Highway,BOULDER,40.01453851,-105.2409119,Possible/Complaint of Injury (C,0.008052706051686715,-105.2406442,40.0119458,45 mph
State Highway,BOULDER,40.01453851,-105.2409119,No Injury (PDO),0.008052706051686715,-105.2406442,40.0119458,45 mph
State Highway,BOULDER,40.01453851,-105.2409119,No Injury (PDO),0.008052706051686715,-105.2406442,40.0119458,45 mph
State Highway,BOULDER,40.02909051,-105.2447249,Possible/Complaint of Injury (C,0.011600079418170635,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.02909051,-105.2447249,Possible/Complaint of Injury (C,0.011600079418170635,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.00010351,-105.2327169,No Injury (PDO),0.02088547130418168,-105.2346157,40.000244,35 mph
State Highway,BOULDER,40.00844351,-105.2395719,Possible/Complaint of Injury (C,0.012648278226442544,-105.2402741,40.0119088,45 mph
State Highway,BOULDER,40.03828451,-105.2447499,No Injury (PDO),0.036939551309354855,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.00844351,-105.2395719,No Injury (PDO),0.012648278226442544,-105.2402741,40.0119088,45 mph
State Highway,BOULDER,40.00010351,-105.2327169,No Injury (PDO),0.02088547130418168,-105.2346157,40.000244,35 mph
State Highway,BOULDER,40.00010351,-105.2327169,No Injury (PDO),0.02088547130418168,-105.2346157,40.000244,35 mph
State Highway,BOULDER,40.00010351,-105.2327169,No Injury (PDO),0.02088547130418168,-105.2346157,40.000244,35 mph
State Highway,BOULDER,40.01453851,-105.2409119,No Injury (PDO),0.008052706051686715,-105.2406442,40.0119458,45 mph
State Highway,BOULDER,40.02909051,-105.2447249,No Injury (PDO),0.011600079418170635,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.02909051,-105.2447249,Possible/Complaint of Injury (C,0.011600079418170635,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.00844351,-105.2395719,No Injury (PDO),0.012648278226442544,-105.2402741,40.0119088,45 mph
State Highway,BOULDER,40.01453851,-105.2409119,No Injury (PDO),0.008052706051686715,-105.2406442,40.0119458,45 mph
State Highway,BOULDER,40.00844351,-105.2395719,No Injury (PDO),0.012648278226442544,-105.2402741,40.0119088,45 mph
State Highway,BOULDER,40.02909051,-105.2447249,No Injury (PDO),0.011600079418170635,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.02909051,-105.2447249,No Injury (PDO),0.011600079418170635,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.02909051,-105.2447249,No Injury (PDO),0.011600079418170635,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.01453851,-105.2409119,No Injury (PDO),0.008052706051686715,-105.2406442,40.0119458,45 mph
State Highway,BOULDER,40.02909051,-105.2447249,No Injury (PDO),0.011600079418170635,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.02909051,-105.2447249,Possible/Complaint of Injury (C,0.011600079418170635,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.02909051,-105.2447249,No Injury (PDO),0.011600079418170635,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.01453851,-105.2409119,No Injury (PDO),0.008052706051686715,-105.2406442,40.0119458,45 mph
State Highway,BOULDER,40.02909051,-105.2447249,No Injury (PDO),0.011600079418170635,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.01453851,-105.2409119,Possible/Complaint of Injury (C,0.008052706051686715,-105.2406442,40.0119458,45 mph
State Highway,BOULDER,40.02909051,-105.2447249,Possible/Complaint of Injury (C,0.011600079418170635,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.00844351,-105.2395719,No Injury (PDO),0.012648278226442544,-105.2402741,40.0119088,45 mph
State Highway,BOULDER,40.00010351,-105.2327169,No Injury (PDO),0.02088547130418168,-105.2346157,40.000244,35 mph
State Highway,BOULDER,40.00010351,-105.2327169,Possible/Complaint of Injury (C,0.02088547130418168,-105.2346157,40.000244,35 mph
State Highway,BOULDER,40.02909051,-105.2447249,No Injury (PDO),0.011600079418170635,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.02909051,-105.2447249,No Injury (PDO),0.011600079418170635,-105.2452747,40.025667,5 mph
State Highway,BOULDER,40.00010351,-105.2327169,No Injury (PDO),0.02088547130418168,-105.2346157,40.000244,35 mph
State Highway,BOULDER,39.97775751,-105.2427869,No Injury (PDO),0.05703933577213826,-105.2377903,39.9724645,40 mph
State Highway,LOUISVILLE,39.98459651,-105.1280499,No Injury (PDO),0.21435637633869165,-105.1094574,39.9621577,35 mph
State Highway,UNINCORPORATED,40.04731652,-105.2383199,Fatal (K),0.09882980215315429,-105.2452747,40.025667,5 mph
State Highway,UNINCORPORATED,40.07366652,-105.2069899,Evident Non-Incapacitating (B),0.08124835063930126,-105.2076396,40.1017226,35 mph
State Highway,UNINCORPORATED,40.13241654,-105.1022399,Evident Non-Incapacitating (B),0.019434024209979733,-105.1023219,40.1391919,45
State Highway,UNINCORPORATED,40.18961214,-105.2513932,Fatal (K),0.0024586240518207313,-105.2512083,40.1900899,60 mph
State Highway,UNINCORPORATED,40.15889653,-105.2730299,Evident Non-Incapacitating (B),0.0973338904066922,-105.2810892,40.145012,50 mph
State Highway,UNINCORPORATED,40.15010653,-105.2820099,Possible/Complaint of Injury (C,0.0068471560944214195,-105.2823526,40.1481343,55 mph
State Highway,UNINCORPORATED,40.16898653,-105.2654999,No Injury (PDO),0.03887724347971283,-105.2621234,40.1729646,60 mph
State Highway,UNINCORPORATED,39.97087651,-105.1987199,No Injury (PDO),0.06124959854228511,-105.1936527,39.9620579,50 mph
State Highway,UNINCORPORATED,39.96455651,-105.1834099,Possible/Complaint of Injury (C,0.05561693386587812,-105.1783688,39.963009,65 mph
State Highway,UNINCORPORATED,40.08741653,-105.0679699,No Injury (PDO),0.15085460768013043,-105.0717065,40.0366512,45 mph
State Highway,UNINCORPORATED,39.9516065,-105.2332099,Possible/Complaint of Injury (C,0.0038013527065062914,-105.2334881,39.9508257,45 mph
State Highway,LONGMONT,40.14152254,-105.1308769,Evident Non-Incapacitating (B),0.005538214958191965,-105.1306549,40.1432543,40 mph
State Highway,LONGMONT,40.14152254,-105.1308769,No Injury (PDO),0.005538214958191965,-105.1306549,40.1432543,40 mph
